store_sk,wkEndDate,TotNet,YoY
7,2019-07-14,40184.95000000005,-0.10793282571536333
7,2019-07-21,42705.69000000002,-0.026094898625882323
7,2019-07-28,33378.11000000002,-0.13031047433332588
7,2019-08-04,33801.12000000002,-0.024881431818968514
7,2019-08-11,31533.650000000016,-0.08736069969596683
7,2019-08-18,33076.23000000002,-0.05370655723353246
7,2019-08-25,31702.89000000003,-0.08867085418251841
7,2019-09-01,31812.730000000036,-0.09547146174451204
7,2019-09-08,34993.45000000001,-0.06465612060603454
7,2019-09-15,34926.580000000016,-0.05779952931223653
7,2019-09-22,34945.54000000001,-0.10307992128682253
7,2019-09-29,34892.290000000015,-0.07642730790009133
7,2019-10-06,37949.68000000002,-0.054546759098475395
7,2019-10-13,37427.29000000002,-0.08770111090121302
7,2019-10-20,34551.770000000004,0.01726074987855286
7,2019-10-27,33142.009999999995,-0.049195278969957346
7,2019-11-03,33571.19,-0.06625177487925293
7,2019-11-10,33132.429999999986,-0.02786104919343091
7,2019-11-17,33769.53,-0.05950489777230228
7,2019-11-24,33943.42,-0.05461117490744127
7,2019-12-01,33623.189999999995,-0.05896315526978235
7,2019-12-08,35214.619999999995,-0.03715529705645004
7,2019-12-15,36862.209999999985,-0.043197832555124216
7,2019-12-22,44153.41,-0.06523499532230159
7,2019-12-29,35375.5,0.035628331346028386
7,2020-01-05,33576.74,0.021320228666539265
7,2020-01-12,36016.73,0.10742199991144696
7,2020-01-19,34741.29,0.021494396102822666
7,2020-01-26,36084.65,0.01734737174490064
7,2020-02-02,34967.09,0.030978210554061913
7,2020-02-09,32047.85,0.018317924614633663
7,2020-02-16,31600.64000000001,-0.02529252969713125
7,2020-02-23,31242.61,0.021334096109839606
9,2019-03-03,37483.62,0.01831541039472473
9,2019-03-10,40727.73000000002,0.06421134486915991
9,2019-03-17,36967.05000000002,-0.27598055469759997
9,2019-03-24,39527.81000000002,0.05103757488027316
9,2019-03-31,38155.140000000014,-0.17509980163984884
9,2019-04-07,64367.57999999992,0.155975244641537
9,2019-04-14,54276.28999999999,0.10143425552626817
9,2019-04-21,59226.32999999997,0.5309942799357257
9,2019-04-28,60038.210000000036,0.2566352065933042
9,2019-05-05,34002.74000000001,-0.00021434853188895264
9,2019-05-12,37823.37000000002,0.10729337439692732
9,2019-05-19,33579.330000000016,0.1203981596809438
9,2019-05-26,36797.01000000002,0.17391233607757672
9,2019-06-02,34247.80000000002,0.08926192277734213
9,2019-06-09,66167.28000000003,0.08150470834294987
9,2019-06-16,32737.240000000005,-0.02113439576415066
9,2019-06-23,33094.85000000001,0.023026310705271946
9,2019-06-30,36655.12,0.08680248663627199
9,2019-07-07,46978.73000000002,0.1556647182849653
9,2019-07-14,54537.50000000002,0.12763983509320687
9,2019-07-21,47078.23000000001,0.18340292915805323
9,2019-07-28,41674.66,0.22059556176996153
9,2019-08-04,39903.070000000014,0.14489332222767093
9,2019-08-11,38654.87000000002,0.05651665655836591
9,2019-08-18,42972.94,0.20636869686003445
9,2019-08-25,41310.43,0.24061529793977732
9,2019-09-01,40311.92000000001,0.09455309958818492
9,2019-09-08,42013.470000000016,0.1811795525776887
9,2019-09-15,43946.710000000014,0.1751249014639491
9,2019-09-22,47701.38000000001,0.0951295693648091
9,2019-09-29,58073.330000000016,0.08528522097098623
9,2019-10-06,67879.5,0.08931030166478915
9,2019-10-13,54908.91000000001,0.3602529709520401
9,2019-10-20,46066.69000000002,0.24992138251726304
9,2019-10-27,46527.53999999999,0.14166385509205748
9,2019-11-03,41154.98,0.01862055617130154
9,2019-11-10,48037.17,0.2315884119264977
9,2019-11-17,46157.44,0.1638634643853405
9,2019-11-24,45342.13,0.15476689524917453
9,2019-12-01,45941.06,0.22018004809958813
9,2019-12-08,49004.12999999999,0.20466638592930564
9,2019-12-15,54737.67,0.3217508994760099
9,2019-12-22,62047.06000000001,0.32183372269447874
9,2019-12-29,63974.88000000001,0.048100489392990387
9,2020-01-05,90790.29000000004,0.11430329326567312
9,2020-01-12,68196.23000000001,0.1701450665449562
9,2020-01-19,63763.080000000016,0.1116099399906072
9,2020-01-26,61452.57000000002,0.1745982019555432
9,2020-02-02,50752.92000000001,0.15700115260320535
9,2020-02-09,36941.14,-0.03908968653024314
9,2020-02-16,43592.29,0.044794624395811056
9,2020-02-23,46864.72,0.035157118859895364
10,2019-03-03,143209.7800000001,0.0041658819234871025
10,2019-03-10,155951.31000000006,0.10562865538535515
10,2019-03-17,150439.40000000008,0.059170659870036335
10,2019-03-24,152487.12000000005,0.11680610710906736
10,2019-03-31,150870.24000000008,-0.05700495073175893
10,2019-04-07,153458.08000000002,-0.13140379095538135
10,2019-04-14,162095.65999999995,0.05897651001778659
10,2019-04-21,198537.62999999995,0.21005210953473163
10,2019-04-28,221203.42000000013,0.3185880667598211
10,2019-05-05,151176.19000000006,0.05968642501029531
10,2019-05-12,152924.7900000001,0.09032113628836891
10,2019-05-19,149203.1600000001,0.05837705430395035
10,2019-05-26,144359.7600000001,-0.018203727417916427
10,2019-06-02,146294.72000000006,0.05900652771150261
10,2019-06-09,146503.3500000001,0.015252134007722962
10,2019-06-16,148552.02000000002,-0.05167057877822734
10,2019-06-23,142093.55000000002,0.006634525631877386
10,2019-06-30,143827.4600000001,-0.03654553238414304
10,2019-07-07,153767.5300000001,-0.006762417849237701
10,2019-07-14,173947.0400000001,-0.025936239876311773
10,2019-07-21,168977.18000000005,-0.05973325314575584
10,2019-07-28,155096.59000000005,0.0024802721635424074
10,2019-08-04,152190.07000000007,0.042340482392679846
10,2019-08-11,154491.65000000002,0.007616820896897636
10,2019-08-18,149501.29000000007,-0.01539798883438015
10,2019-08-25,155050.59000000005,0.04127328333270652
10,2019-09-01,140148.30000000002,-0.06937617499738369
10,2019-09-08,148855.46000000002,-0.010319821519704342
10,2019-09-15,147919.42,-0.05236158415628411
10,2019-09-22,154025.14,-0.05667912524821617
10,2019-09-29,176385.79000000004,-0.034208633107311925
10,2019-10-06,199908.2,-0.004171994509870158
10,2019-10-13,199728.17000000004,0.14428675528510637
10,2019-10-20,162663.12000000002,0.08075502306244253
10,2019-10-27,152811.47999999998,0.04174819483645331
10,2019-11-03,159747.21000000008,0.03609984064862948
10,2019-11-10,146323.34000000005,-0.04926725986911662
10,2019-11-17,151656.58000000007,-0.059213679438348765
10,2019-11-24,163619.75000000006,0.0374536428012866
10,2019-12-01,164181.67000000007,0.05497950014091546
10,2019-12-08,174948.89000000013,0.1095057052546895
10,2019-12-15,185527.98000000016,0.10241940108139724
10,2019-12-22,208284.0800000001,0.03287578017711823
10,2019-12-29,252242.10000000012,0.053010742799300736
10,2020-01-05,242878.18000000005,0.04998866264862656
10,2020-01-12,206025.66000000012,0.09438977308582719
10,2020-01-19,189025.9100000001,0.06922098526351594
10,2020-01-26,186373.32000000007,0.08132627407782111
10,2020-02-02,168835.98000000007,0.10312439787829697
10,2020-02-09,151712.52999999994,0.06114710110092059
10,2020-02-16,158161.07,0.0375167752391492
10,2020-02-23,159778.55,0.07600134929019098
11,2019-03-03,94273.52999999998,0.023466212494983152
11,2019-03-10,91392.85,-0.047461991124860825
11,2019-03-17,92984.33000000002,-0.07299962475081401
11,2019-03-24,94881.63,-0.019411454416850882
11,2019-03-31,93629.02000000002,-0.05174586725802055
11,2019-04-07,95931.16,-0.005325534466457893
11,2019-04-14,94443.99,-0.029730457481664696
11,2019-04-21,96705.73,0.021460058419406236
11,2019-04-28,97488.16,-0.015714834817394552
11,2019-05-05,92073.2,-0.018021091708864456
11,2019-05-12,91348.0,0.02390337099683948
11,2019-05-19,92102.69,-0.009501730471461411
11,2019-05-26,92731.31,0.009173412350941268
11,2019-06-02,94546.68000000002,0.014099317864209482
11,2019-06-09,93110.36000000002,0.033737963594046017
11,2019-06-16,92602.62000000004,-0.1477568370561776
11,2019-06-23,91533.41999999995,-0.02010964341802346
11,2019-06-30,95846.20999999998,0.00525321950710933
11,2019-07-07,89050.83999999998,-0.034320709857047826
11,2019-07-14,97901.59999999996,-0.017659267791842237
11,2019-07-21,100342.08999999994,0.01960612767064318
11,2019-07-28,93956.70999999996,0.029878257243790785
11,2019-08-04,98504.48999999996,0.05579770508980575
11,2019-08-11,92894.71999999996,-0.039256613320487355
11,2019-08-18,96425.59999999996,0.04362278203804526
11,2019-08-25,93626.54999999996,0.014578369341373687
11,2019-09-01,89496.01999999997,-0.051732466468776606
11,2019-09-08,95981.12999999996,0.017156767679592955
11,2019-09-15,96251.59999999992,0.0034055801141128494
11,2019-09-22,96464.62999999996,-0.0014998520332318854
11,2019-09-29,95523.86999999994,0.029551523021377424
11,2019-10-06,94637.00999999997,0.007664733473626173
11,2019-10-13,93787.37999999996,-0.028052238547662034
11,2019-10-20,92697.35999999996,0.0231144357942632
11,2019-10-27,91345.06999999998,0.037575434158166665
11,2019-11-03,93078.79999999996,-0.031518708120032546
11,2019-11-10,94540.20999999996,0.02632171738176159
11,2019-11-17,98330.92999999996,0.02541477911869272
11,2019-11-24,96600.06999999996,0.048301941994217
11,2019-12-01,97410.57999999994,0.02768400271304272
11,2019-12-08,100165.14999999997,0.019544609857458317
11,2019-12-15,104834.54999999996,0.05309062102929474
11,2019-12-22,99674.79999999994,0.0012636992837686822
11,2019-12-29,90628.93999999994,-0.06284047141237192
11,2020-01-05,97449.60999999996,0.024418039921451307
11,2020-01-12,90487.18999999996,0.0030298005206730316
11,2020-01-19,92523.50999999997,-0.042523804053907543
11,2020-01-26,99188.71999999996,0.032279792125993634
11,2020-02-02,99783.36999999998,0.0884561657573959
11,2020-02-09,92082.65999999996,0.0174166804226088
11,2020-02-16,96202.07,0.04224613727191384
11,2020-02-23,97250.25,0.08197933285715275
15,2019-03-03,148037.5700000001,0.07587140000681947
15,2019-03-10,148290.68000000005,0.06471894858606397
15,2019-03-17,149745.9,0.04861593612139936
15,2019-03-24,148310.6,0.07061543210357768
15,2019-03-31,149430.14000000025,-0.08163858434440685
15,2019-04-07,149095.3300000002,0.06377407613393493
15,2019-04-14,153311.98000000019,0.12094029964129138
15,2019-04-21,176384.84000000014,0.32135838027093366
15,2019-04-28,153906.25000000015,0.09366097488632974
15,2019-05-05,167391.55000000028,0.03404655878311047
15,2019-05-12,141081.06000000008,0.06530308694697151
15,2019-05-19,137872.09000000014,-0.017457660528536034
15,2019-05-26,140461.23000000016,0.0674650063624802
15,2019-06-02,143460.28000000014,0.13606322156523576
15,2019-06-09,141918.15000000017,0.025646631221461158
15,2019-06-16,144776.2400000002,0.03602220685903523
15,2019-06-23,147982.06000000006,0.05424070577718432
15,2019-06-30,150645.1600000001,0.08380409401174882
15,2019-07-07,151231.0800000001,0.043655084084957
15,2019-07-14,158221.26000000007,0.09196543586306993
15,2019-07-21,152853.34000000005,0.07229517785680617
15,2019-07-28,151068.22000000006,0.05030722908696306
15,2019-08-04,156409.87000000002,0.026527228786994872
15,2019-08-11,148102.93000000005,0.0207249236590743
15,2019-08-18,149616.88000000006,0.004732386882818185
15,2019-08-25,145512.29,-0.002029857567740434
15,2019-09-01,149568.65000000002,-0.04820321200747335
15,2019-09-08,152156.70000000007,-0.019930192988277473
15,2019-09-15,159000.6000000001,0.00674618707401109
15,2019-09-22,163888.1100000001,-0.007642914934355205
15,2019-09-29,152760.89000000007,-0.018527593085298055
15,2019-10-06,154922.90000000008,-0.04037575040474395
15,2019-10-13,145635.04000000007,0.001963403285566656
15,2019-10-20,151711.66000000006,0.026005793883500328
15,2019-10-27,149782.73000000013,-0.005098759318726054
15,2019-11-03,151559.6000000001,0.04502493110891459
15,2019-11-10,152129.68000000005,-0.013397855723092489
15,2019-11-17,157575.82000000007,0.0028023590090764383
15,2019-11-24,156726.07,0.016633495894118777
15,2019-12-01,151258.25000000006,0.03876572107629572
15,2019-12-08,152055.61000000004,0.0061913723249147345
15,2019-12-15,158610.83000000007,0.0009814754709072115
15,2019-12-22,170451.86000000004,0.0715170919726924
15,2019-12-29,173931.94000000012,0.06525748590278257
15,2020-01-05,150853.2800000001,0.1502169772146853
15,2020-01-12,135473.6300000001,0.02644905044831214
15,2020-01-19,147683.7800000001,0.09228951942931896
15,2020-01-26,157285.4400000001,0.010922898649164514
15,2020-02-02,151191.27000000008,0.058305055987359244
15,2020-02-09,143213.9400000001,0.033084782324542816
15,2020-02-16,150205.91,0.023122405853281514
15,2020-02-23,145541.03,-0.007248792373837465
16,2019-03-03,141678.74000000005,0.15841564810408015
16,2019-03-10,133539.76000000007,0.05283151795651042
16,2019-03-17,137239.79000000007,0.06528414969019569
16,2019-03-24,137113.72000000006,0.10936194850162972
16,2019-03-31,130712.61,0.007862962982382538
16,2019-04-07,137475.09000000008,0.10674692934785068
16,2019-04-14,131783.35000000006,0.06538085305911312
16,2019-04-21,136222.34000000008,0.11997835392484002
16,2019-04-28,139399.96000000002,0.06452944119672144
16,2019-05-05,130866.57,0.04281826652398757
16,2019-05-12,128462.06000000006,0.06931249702938924
16,2019-05-19,132090.8,0.06955585077676996
16,2019-05-26,132006.22000000006,0.05185697395326483
16,2019-06-02,128382.26000000005,0.04107519977579854
16,2019-06-09,135014.35000000006,0.0800519841766012
16,2019-06-16,134641.90000000005,0.06266032120712262
16,2019-06-23,132135.02,0.033684651246187025
16,2019-06-30,133908.56000000008,0.03962955840461979
16,2019-07-07,131345.93000000008,0.049053538291281784
16,2019-07-14,134136.70000000007,0.030871019830422952
16,2019-07-21,134124.90000000005,0.06144280514554712
16,2019-07-28,134836.8500000001,0.019946609645953295
16,2019-08-04,136138.82000000012,0.06838567283493413
16,2019-08-11,133531.65000000008,0.03856058665776185
16,2019-08-18,137769.6900000001,0.09858772510254399
16,2019-08-25,136922.81000000008,0.037319005109366366
16,2019-09-01,138446.49000000008,0.07693769494952818
16,2019-09-08,140420.19000000006,0.029343733781371117
16,2019-09-15,150963.1000000001,0.07167236803210808
16,2019-09-22,146782.6000000001,0.052105840918938995
16,2019-09-29,145606.42000000007,0.05224064983401577
16,2019-10-06,139225.07000000007,0.03237346563130572
16,2019-10-13,137769.7500000001,0.061290749744691286
16,2019-10-20,136616.02000000002,0.051327711210902516
16,2019-10-27,138125.10000000015,0.03855184360582298
16,2019-11-03,136944.53000000014,0.012833209180193483
16,2019-11-10,142257.91000000015,0.026051014511486503
16,2019-11-17,155239.31000000014,0.056284625472155625
16,2019-11-24,147912.16000000015,0.11103394354053076
16,2019-12-01,143552.23000000016,0.018242320458402572
16,2019-12-08,150054.43000000017,0.0387669103560595
16,2019-12-15,151772.59000000014,0.041222357860173364
16,2019-12-22,156193.4300000001,0.08180875227019824
16,2019-12-29,153257.39000000013,0.10829032783635872
16,2020-01-05,134064.61000000007,0.016909733818656125
16,2020-01-12,129723.22000000007,0.0444886194871521
16,2020-01-19,140965.99000000017,0.08681951189876558
16,2020-01-26,133308.61000000007,0.0012506186998701985
16,2020-02-02,140695.82000000012,0.006836386015507401
16,2020-02-09,132811.71000000008,0.024234427206142328
16,2020-02-16,132973.15,0.03379553583812234
16,2020-02-23,135030.86,0.02228186273210886
17,2019-03-03,145602.9899999999,0.02408188829507507
17,2019-03-10,113540.50999999994,-0.26152998929893256
17,2019-03-17,100160.75999999998,-0.34480135942220014
17,2019-03-24,143316.7499999999,-0.061015769160312594
17,2019-03-31,159157.0399999998,-0.06143238602053269
17,2019-04-07,168430.8799999998,-0.08443226617132271
17,2019-04-14,176841.0699999998,-0.022513018479114022
17,2019-04-21,184816.8399999998,0.05481477930240031
17,2019-04-28,183159.4199999998,0.06969934438365621
17,2019-05-05,169115.7899999998,0.014014336380287595
17,2019-05-12,178101.98999999985,0.058993798266253394
17,2019-05-19,173140.58999999985,0.07961002478779555
17,2019-05-26,170778.6999999999,0.04719476229393127
17,2019-06-02,181086.88999999972,0.04107292660289508
17,2019-06-09,205656.33999999968,0.08144761117085775
17,2019-06-16,200644.74999999977,0.10607866908545693
17,2019-06-23,186312.64000000013,0.16885217156180565
17,2019-06-30,203625.48000000016,0.11266607441187237
17,2019-07-07,232006.11000000013,0.1449023258719746
17,2019-07-14,222799.95000000013,0.11453656653727329
17,2019-07-21,221197.81000000008,0.1963271203931829
17,2019-07-28,200962.3400000001,0.1694842649574959
17,2019-08-04,190042.19000000012,0.11708699000135314
17,2019-08-11,193443.8900000002,0.08893266648431997
17,2019-08-18,197627.47000000012,0.1352662691029689
17,2019-08-25,195505.9600000001,0.12972218869113883
17,2019-09-01,204845.56000000014,0.0687004326282854
17,2019-09-08,196201.01000000013,0.12982887787436193
17,2019-09-15,191811.5600000001,0.06761746799664459
17,2019-09-22,185193.17000000013,0.03219709805921944
17,2019-09-29,199100.57000000007,0.10745472867631523
17,2019-10-06,190684.9700000001,0.06562224474840672
17,2019-10-13,189284.1900000001,0.0960962338218927
17,2019-10-20,176592.4900000001,0.053348651877086484
17,2019-10-27,169959.64,0.043275459741027866
17,2019-11-03,177062.40000000008,0.06592583036308697
17,2019-11-10,172399.29000000007,0.07422816326291515
17,2019-11-17,177388.25000000003,0.0792035145184995
17,2019-11-24,172606.13000000006,0.10418844232115698
17,2019-12-01,184014.45,0.10065251007720732
17,2019-12-08,178088.57,0.09556849474299378
17,2019-12-15,185344.1,0.08663306155991246
17,2019-12-22,199160.93,0.1597506559379549
17,2019-12-29,169197.62000000002,0.11752344338914411
17,2020-01-05,161050.56000000006,0.07979658995991712
17,2020-01-12,168433.12000000002,0.18850817220947724
17,2020-01-19,167015.52000000008,0.1565347593997639
17,2020-01-26,170252.81000000006,0.0821158221726297
17,2020-02-02,163821.76000000007,0.11041584904688495
17,2020-02-09,163097.7300000001,0.09832206914636465
17,2020-02-16,162704.64,0.10636419382621587
17,2020-02-23,167865.9,0.12664566299619273
18,2019-03-03,65512.82000000003,0.029718622754436153
18,2019-03-10,63424.820000000036,-0.012485150256824284
18,2019-03-17,64253.31000000003,-0.07535796913308146
18,2019-03-24,63079.080000000016,-0.07605464305425502
18,2019-03-31,67262.05000000003,0.13508251541874672
18,2019-04-07,64565.620000000075,-0.04779965891306315
18,2019-04-14,70472.94000000009,0.013965872774246879
18,2019-04-21,71893.11000000006,-0.1258146267296295
18,2019-04-28,68307.74999999999,-0.07606416067247379
18,2019-05-05,62766.08,-0.03901414484371446
18,2019-05-12,61937.51000000001,-0.047736253234237136
18,2019-05-19,61581.67000000003,-0.09092322229601624
18,2019-05-26,63101.01000000004,-0.06606085426386676
18,2019-06-02,67544.62000000004,-0.05284348376629511
18,2019-06-09,73345.34000000001,-0.03380271856580108
18,2019-06-16,65730.08000000003,-0.07984932673554535
18,2019-06-23,66088.33000000003,-0.0380487601810533
18,2019-06-30,69517.17999999982,-0.024891386420278883
18,2019-07-07,69574.39999999985,-0.018661599442352128
18,2019-07-14,85968.15,-0.003863890835871908
18,2019-07-21,84817.26999999996,0.011161281362118913
18,2019-07-28,65030.98,-0.0328795187997476
18,2019-08-04,63320.61000000002,-0.059006780227741196
18,2019-08-11,67507.27,-0.03894556205806943
18,2019-08-18,67212.02000000003,-0.009377687982657479
18,2019-08-25,64924.05999999997,-0.0278659503191514
18,2019-09-01,65845.63999999997,-0.05503558740566761
18,2019-09-08,70324.78999999996,-0.0607183145583281
18,2019-09-15,70598.25999999997,-0.012749963256892038
18,2019-09-22,76255.94999999997,0.018339225663191572
18,2019-09-29,70266.90999999997,-0.11911975295656896
18,2019-10-06,78890.75999999994,0.006291397190702153
18,2019-10-13,71398.72999999997,-0.09576454404382528
18,2019-10-20,78700.73999999999,0.21174124656054283
18,2019-10-27,76804.27000000003,0.18225748752233684
18,2019-11-03,64928.60000000001,0.029479453966150704
18,2019-11-10,64874.80000000001,-0.05812398335149971
18,2019-11-17,67076.10000000003,-0.0605911897153113
18,2019-11-24,77895.62,-0.06767916737033486
18,2019-12-01,83422.13000000008,0.09103187374381672
18,2019-12-08,77134.77000000003,-0.08109269465620406
18,2019-12-15,85682.29000000004,-0.01458361174895828
18,2019-12-22,108983.5800000001,-0.07562054290793174
18,2019-12-29,95935.91000000008,0.06426556610215339
18,2020-01-05,59662.89000000001,-0.12818863879957065
18,2020-01-12,70008.86,0.023386090493303424
18,2020-01-19,67788.62000000001,-1.312887495463766e-05
18,2020-01-26,69319.98000000003,0.001268196379198283
18,2020-02-02,55257.90000000001,-0.06508339532791285
18,2020-02-09,55749.09000000001,-0.043768666111843824
18,2020-02-16,61115.95999999999,-0.03408520146629057
18,2020-02-23,61447.16,-0.062034086447666725
19,2019-03-03,109946.06,0.004695784668112601
19,2019-03-10,107540.80000000002,0.02733920933108247
19,2019-03-17,106584.17,-0.021718414985167578
19,2019-03-24,105857.53,-0.030851253070087847
19,2019-03-31,107636.76,-0.041754038170389585
19,2019-04-07,111619.20000000006,-0.0007958241166035052
19,2019-04-14,112443.17000000004,0.056633150864711546
19,2019-04-21,117187.68000000007,0.06421399488633273
19,2019-04-28,125796.66,0.05475966227006901
19,2019-05-05,110225.06,-0.002069013782168616
19,2019-05-12,110299.27,0.08051168199556868
19,2019-05-19,114046.93,0.052397519283246874
19,2019-05-26,108660.16,0.05343861499299063
19,2019-06-02,107401.45,0.010056414745007292
19,2019-06-09,106328.37,0.007141789513706032
19,2019-06-16,116722.73,0.047405099304190346
19,2019-06-23,110225.6,0.015028790378656787
19,2019-06-30,110205.30000000002,0.04704930139422858
19,2019-07-07,106510.44000000002,-0.007066291545424708
19,2019-07-14,115418.19000000006,0.08739681486284345
19,2019-07-21,116051.98000000008,0.004629614400213811
