trial,variable,effectSize,ratio,alpha,ssStatus,ssAlert,testStores,numTeststores,metric,startDate,endDate,numWeeks,hierarchy,numCategories,numProducts,numProductSelected,extraFeatureShape,extraFeatureFiltered,dataInsufficient,multiCorr,corr,extraDuplicateCols,modelData.shape,features,gain,pvalues,rSquared,rSquaredAdj,mape,mdape,analyseFeatureStatus,afAlert,selectedFeatures,storesWithSettings,numStoresWithSettings,nControls,excludeControls,excludeControls.len,identifyControlStatus,icAlert,prePeriod,postPeriod,metrics,pValue,delta,liftAnalysisStatus,laAlert
trial_19,,,,,,,"['3', '4', '6', '10', '18', '24', '34', '37', '40', '42']",10.0,2.0,2018-02-11 00:00:00,2019-02-10 00:00:00,53.0,"{'lvl': '2', 'categories': ['category 10', 'category 11', 'category 12']}",3.0,60.0,60.0,,,,,,,"[10, 100]","[['item 19 Net Sales'], ['Age Group 30 to 35 percentage'], ['Age Group 65 to 70 percentage'], ['Vehicle ownership no percentage'], ['category 9 Net Sales'], ['item 582 Net Sales'], ['Age Group 20 to 25 percentage']]","[[0.8746], [0.0794], [0.0315], [0.0121], [0.0013], [0.0008], [1e-04]]",,0.9999996361311112,0.99999836259,0.00811940091656618,0.0031054123726663428,Success,,"['item 19 Net Sales', 'Age Group 30 to 35 percentage', 'Age Group 65 to 70 percentage', 'Vehicle ownership no percentage', 'category 9 Net Sales', 'item 582 Net Sales', 'Age Group 20 to 25 percentage']",[],0.0,1.0,,0.0,Success,,"{'startDate': '2018-11-18', 'endDate': '2019-1-6'}","{'startDate': '2019-2-3', 'endDate': '2019-4-14'}","[['Guest Count', 'Gross Sales', 'Net Sales']]",[0.8977335339634351 0.8631402118148056 0.7867937119562611],[10.854782137399855 -14.778575016322055 -10.893117545015542],Success,
kdjljasjfkds,Net Sales,10.0,2.0,5.0,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wfjfkdgjdfg,Net Sales,10.0,1.0,1.0,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_15,,,,,,,"['4', '6', '10', '18', '24', '34', '37', '40', '42', '3']",10.0,1.0,2019-02-14 00:00:00,2019-12-21 00:00:00,44.0,"{'lvl': '2', 'categories': ['category 03']}",1.0,20.0,20.0,,,,,,,"[10, 95]","[['Age Group 55 to 60 percentage'], ['Vehicle ownership no percentage'], ['Birthplace country 4 percentage'], ['Age Group 50 to 55 percentage'], ['Age Group 20 to 25 percentage'], ['Children age group 0 to 5 percentage'], ['Age Group 65 to 70 percentage']]","[[0.8685], [0.0615], [0.0386], [0.0123], [0.0108], [0.0038], [0.0019]]",,0.999999728368216,0.9999987776569716,0.003187278766563256,0.0009705422612983043,Success,,,,,,,,,,,,,,,,
trial_21,,,,,,,"['605', '629', '635', '690', '695', '358', '295', '441', '416', '394', '261', '235', '24', '6', '246']",15.0,1.0,2019-03-07 00:00:00,2019-12-26 00:00:00,42.0,"{'lvl': '2', 'categories': ['category 02']}",1.0,20.0,20.0,,,,,,,"[15, 116]","[['Age Group 25 to 30 percentage'], ['Children age group 0 to 5 percentage'], ['Age Group 55 to 60 percentage'], ['Vehicle ownership four wheeler percentage'], ['Education Level Under Graduation percentage'], ['Age Group 30 to 35 percentage'], ['Age Group 65 to 70 percentage']]","[[0.5351], [0.1974], [0.1968], [0.0351], [0.013], [0.0083], [0.0066]]",,0.9999997262503232,0.999999452500646,0.007147280819098105,0.004644801164053402,Success,,"['Age Group 25 to 30 percentage', 'Children age group 0 to 5 percentage', 'Age Group 55 to 60 percentage', 'Vehicle ownership four wheeler percentage', 'Education Level Under Graduation percentage', 'Age Group 30 to 35 percentage', 'Age Group 65 to 70 percentage']",[],0.0,3.0,,0.0,Success,,,,,,,,
mvcmbnf,Net Sales,10.0,1.0,1.0,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_22,,,,,,,"['217', '222', '225', '919', '912', '906', '689', '690', '694', '695', '24', '10', '40', '311']",14.0,1.0,2019-02-14 00:00:00,2019-12-19 00:00:00,44.0,"{'lvl': '2', 'categories': ['category 04']}",1.0,20.0,20.0,,,,,,,"[14, 112]","[['Age Group 30 to 35 percentage'], ['item 1100 Net Sales'], ['Language 4 speaking percentage'], ['Birthplace country 4 percentage'], ['Income level group1 percentage'], ['Children age group 5 to 10 percentage'], ['Age Group 20 to 25 percentage']]","[[0.5899], [0.1143], [0.0834], [0.0569], [0.044], [0.0438], [0.0298]]",,0.9999997255172308,0.9999994052873342,0.007005591641435484,0.002563415011289125,Success,,"['Age Group 30 to 35 percentage', 'item 1100 Net Sales', 'Language 4 speaking percentage', 'Birthplace country 4 percentage', 'Income level group1 percentage', 'Children age group 5 to 10 percentage', 'Age Group 20 to 25 percentage']",[],0.0,3.0,,0.0,Success,,"{'startDate': '2019-3-7', 'endDate': '2019-5-29'}","{'startDate': '2019-8-28', 'endDate': '2019-12-18'}","[['Transaction Count', 'Gross Sales', 'Net Sales']]",[0.7621286633047705 0.14259290947326494 0.03765450296489991],[-11.769922570928227 -461.79433640602866 -91.9182589064969],Success,
keadsdjl,Net Sales,10.0,2.0,2.0,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_23,,,,,,,"['3', '4', '6', '10', '18', '24', '34', '37', '40', '42', '44', '55', '57', '59', '60', '67', '80', '81', '82', '85']",20.0,2.0,2018-02-11 00:00:00,2019-02-10 00:00:00,53.0,"{'lvl': '2', 'categories': ['category 08', 'category 09']}",2.0,40.0,40.0,,,,,,,"[20, 106]","[['Birthplace country 14 percentage'], ['Education Level Under Graduation percentage'], ['item 20 Net Sales'], ['Marital status married'], ['Age Group 45 to 50 percentage'], ['Birthplace country 8 percentage'], ['Age Group 35 to 40 percentage']]","[[0.3639], [0.2138], [0.119], [0.096], [0.0466], [0.0463], [0.0312]]",,0.9999996570346692,0.9999994569715598,0.05588591124287845,0.01630774034241594,Success,,"['Birthplace country 14 percentage', 'Education Level Under Graduation percentage', 'item 20 Net Sales', 'Marital status married', 'Age Group 45 to 50 percentage', 'Birthplace country 8 percentage', 'Age Group 35 to 40 percentage']",[],0.0,2.0,,0.0,Success,,"{'startDate': '2018-12-23', 'endDate': '2019-2-3'}","{'startDate': '2019-2-17', 'endDate': '2019-4-14'}","[['Transaction Count', 'Gross Sales', 'Net Sales']]",[0.3277577700034966 0.22175735933039092 0.14144316256466244],[-279.55898313961717 -1016.1517293036813 185.7003741487833],Success,
sadksdl,Net Sales,10.0,2.0,3.0,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_24,,,,,,,"['3', '4', '6', '10', '18', '24', '34', '37', '40', '42', '44', '55', '57', '59', '60', '67', '80', '81', '82', '85']",20.0,2.0,2018-03-25 00:00:00,2019-03-24 00:00:00,53.0,"{'lvl': '2', 'categories': ['category 01', 'category 02']}",2.0,40.0,40.0,,,,,,,"[20, 102]","[['Net Sales trend'], ['category 9 Net Sales'], ['Birthplace country 13 percentage'], ['category 11 Net Sales'], ['item 721 Net Sales'], ['category 4 Net Sales'], ['Language 5 speaking percentage']]","[[0.2737], [0.2461], [0.1775], [0.0725], [0.0486], [0.0434], [0.0208]]",,0.999999712709946,0.9999995451240814,0.007705251163719828,0.002947784795618968,Success,,"['Net Sales trend', 'category 9 Net Sales', 'Birthplace country 13 percentage', 'category 11 Net Sales', 'item 721 Net Sales', 'category 4 Net Sales', 'Language 5 speaking percentage']",['4'],1.0,2.0,,0.0,Success,,"{'startDate': '2019-1-6', 'endDate': '2019-3-3'}","{'startDate': '2019-4-21', 'endDate': '2019-6-9'}","[['Transaction Count', 'Gross Sales', 'Net Sales']]",[0.34427702925357717 0.31397431090183814 0.7257047398589601],[-2195.361775176906 -619.992338501344 78.86642063291802],Success,
kkldksdajf,Net Sales,10.0,2.0,3.0,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_25,,,,,,,"['3', '4', '6', '10', '18', '24', '34', '37', '40', '42', '44', '55', '57', '59', '60', '67', '80', '81', '82', '85', '95', '100', '105', '106', '110', '117']",26.0,1.0,2019-03-15 00:00:00,2019-12-19 00:00:00,40.0,"{'lvl': '2', 'categories': ['category 12', 'category 11', 'category 10', 'category 09', 'category 08', 'category 07', 'category 06', 'category 05', 'category 04', 'category 03', 'category 02', 'category 01']}",12.0,240.0,240.0,,,,,,,"[26, 72]","[['Median Income 3 km radius'], ['Median Income 5 km radius'], ['Birthplace country 11 percentage'], ['Birthplace country 3 percentage'], ['Birthplace country 13 percentage'], ['Age Group 15 to 20 percentage'], ['Birthplace country 1 percentage']]","[[0.3743], [0.1664], [0.1351], [0.077], [0.0725], [0.0719], [0.0273]]",,0.9746706827221944,0.9648203926697144,0.4561119811353329,0.002644534089872375,Success,,"['Median Income 3 km radius', 'Median Income 5 km radius', 'Birthplace country 11 percentage', 'Birthplace country 3 percentage', 'Birthplace country 13 percentage', 'Age Group 15 to 20 percentage', 'Birthplace country 1 percentage']",[],0.0,4.0,"[[132], [126], [25], [142], [29], [54], [192], [20], [215], [102]]",10.0,Success,,,,,,,,
test1,Gross Sales,20.0,2.0,10.0,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_26,,,,,,,"['3', '4', '6', '10', '18', '24', '34', '37', '40', '42', '44', '55', '57', '59', '60', '67', '80', '81', '82', '85', '95', '100', '105', '106', '110', '117']",26.0,1.0,2019-02-07 00:00:00,2019-12-26 00:00:00,46.0,"{'lvl': '2', 'categories': ['category 12', 'category 11', 'category 10', 'category 09', 'category 08', 'category 07', 'category 06', 'category 05', 'category 04', 'category 03', 'category 02', 'category 01']}",12.0,240.0,240.0,,,,,,,,,,,,,,,"""None of [Index(['storeID'], dtype='object')] are in the [columns]""","[318, 'helpers.py']",,,,,,,,,,,,,,,
trial_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'startDate': '2019-4-5', 'endDate': '2019-5-8'}","{'startDate': '2019-8-21', 'endDate': '2019-12-27'}","[['Transaction Count', 'Gross Sales', 'Net Sales']]",[0.26868300142010415 0.473340758461014 0.7542345540416154],[141.044987924651 -368.4001543838032 -17.692155066935893],Success,
